Mon, Mar 21, 2022	7:30p	Utah Jazz	106	Brooklyn Nets	114	Box Score		17,887	2:07	Barclays Center	
Mon, Mar 21, 2022	7:30p	Miami Heat	106	Philadelphia 76ers	113	Box Score		21,386	2:10	Wells Fargo Center	
Mon, Mar 21, 2022	8:00p	Toronto Raptors	99	Chicago Bulls	113	Box Score		21,778	2:04	United Center	
Mon, Mar 21, 2022	8:00p	Washington Wizards	97	Houston Rockets	115	Box Score		13,936	2:09	Toyota Center	
Mon, Mar 21, 2022	8:00p	Boston Celtics	132	Oklahoma City Thunder	123	Box Score		15,345	2:12	Paycom Center	
Mon, Mar 21, 2022	8:30p	Minnesota Timberwolves	108	Dallas Mavericks	110	Box Score		20,077	2:20	American Airlines Center	
Tue, Mar 22, 2022	7:00p	Golden State Warriors	90	Orlando Magic	94	Box Score		17,164	2:19	Amway Center	
Tue, Mar 22, 2022	7:30p	Atlanta Hawks	117	New York Knicks	111	Box Score		19,812	2:20	Madison Square Garden (IV)	
Tue, Mar 22, 2022	8:00p	Chicago Bulls	98	Milwaukee Bucks	126	Box Score		17,983	2:00	Fiserv Forum	
Tue, Mar 22, 2022	10:00p	Los Angeles Clippers	115	Denver Nuggets	127	Box Score		16,089	2:17	Ball Arena	
Wed, Mar 23, 2022	7:00p	New York Knicks	121	Charlotte Hornets	106	Box Score		16,290	2:03	Spectrum Center	
Wed, Mar 23, 2022	7:00p	Atlanta Hawks	101	Detroit Pistons	122	Box Score		16,212	2:02	Little Caesars Arena	
Wed, Mar 23, 2022	7:00p	Sacramento Kings	110	Indiana Pacers	109	Box Score		14,227	2:07	Gainbridge Fieldhouse	
Wed, Mar 23, 2022	7:30p	Utah Jazz	97	Boston Celtics	125	Box Score		19,156	2:02	TD Garden	
Wed, Mar 23, 2022	7:30p	Brooklyn Nets	120	Memphis Grizzlies	132	Box Score		17,794	2:16	FedEx Forum	
Wed, Mar 23, 2022	7:30p	Golden State Warriors	118	Miami Heat	104	Box Score		19,600	2:19	FTX Arena	
Wed, Mar 23, 2022	8:00p	Phoenix Suns	125	Minnesota Timberwolves	116	Box Score		17,136	2:21	Target Center	
Wed, Mar 23, 2022	8:00p	Orlando Magic	102	Oklahoma City Thunder	118	Box Score		14,393	2:12	Paycom Center	
Wed, Mar 23, 2022	8:30p	Houston Rockets	91	Dallas Mavericks	110	Box Score		20,026	2:09	American Airlines Center	
Wed, Mar 23, 2022	10:00p	Philadelphia 76ers	126	Los Angeles Lakers	121	Box Score		18,997	2:20	Crypto.com Arena	
Wed, Mar 23, 2022	10:00p	San Antonio Spurs	133	Portland Trail Blazers	96	Box Score		16,610	2:06	Moda Center	
Thu, Mar 24, 2022	7:30p	Cleveland Cavaliers	104	Toronto Raptors	117	Box Score		19,800	2:07	Scotiabank Arena	
Thu, Mar 24, 2022	8:00p	Indiana Pacers	103	Memphis Grizzlies	133	Box Score		16,205	2:01	FedEx Forum	
Thu, Mar 24, 2022	8:00p	Washington Wizards	102	Milwaukee Bucks	114	Box Score		18,018	2:06	Fiserv Forum	
Thu, Mar 24, 2022	8:00p	Chicago Bulls	109	New Orleans Pelicans	126	Box Score		13,973	2:18	Smoothie King Center	
Thu, Mar 24, 2022	9:00p	Phoenix Suns	140	Denver Nuggets	130	Box Score		19,520	2:17	Ball Arena	
Fri, Mar 25, 2022	7:00p	Utah Jazz	101	Charlotte Hornets	107	Box Score		19,162	2:11	Spectrum Center	
Fri, Mar 25, 2022	7:00p	Washington Wizards	100	Detroit Pistons	97	Box Score		18,943	2:13	Little Caesars Arena	
Fri, Mar 25, 2022	7:30p	Golden State Warriors	110	Atlanta Hawks	121	Box Score		17,724	2:08	State Farm Arena	
Fri, Mar 25, 2022	8:00p	New York Knicks	111	Miami Heat	103	Box Score		19,600	2:20	FTX Arena	
Fri, Mar 25, 2022	8:00p	Dallas Mavericks	95	Minnesota Timberwolves	116	Box Score		17,136	2:12	Target Center	
Fri, Mar 25, 2022	10:00p	Houston Rockets	125	Portland Trail Blazers	106	Box Score		16,947	2:11	Moda Center	
Fri, Mar 25, 2022	10:30p	Philadelphia 76ers	122	Los Angeles Clippers	97	Box Score		19,068	2:14	Crypto.com Arena	
Sat, Mar 26, 2022	5:00p	San Antonio Spurs	107	New Orleans Pelicans	103	Box Score		13,097	2:11	Smoothie King Center	
Sat, Mar 26, 2022	7:00p	Sacramento Kings	114	Orlando Magic	110	Box Score	OT	16,366	2:14	Amway Center	
Sat, Mar 26, 2022	7:30p	Indiana Pacers	91	Toronto Raptors	131	Box Score		19,800	2:56	Scotiabank Arena	
Sat, Mar 26, 2022	8:00p	Chicago Bulls	98	Cleveland Cavaliers	94	Box Score		19,432	2:34	Rocket Mortgage Fieldhouse	
Sat, Mar 26, 2022	8:00p	Milwaukee Bucks	102	Memphis Grizzlies	127	Box Score		17,794	2:19	FedEx Forum	
Sat, Mar 26, 2022	8:00p	Brooklyn Nets	110	Miami Heat	95	Box Score		19,600	2:16	FTX Arena	
Sat, Mar 26, 2022	9:00p	Oklahoma City Thunder	107	Denver Nuggets	113	Box Score		19,520	2:07	Ball Arena	
Sat, Mar 26, 2022	10:00p	Houston Rockets	115	Portland Trail Blazers	98	Box Score		17,821	2:10	Moda Center	
Sun, Mar 27, 2022	3:30p	New York Knicks	104	Detroit Pistons	102	Box Score		19,304	2:12	Little Caesars Arena	
Sun, Mar 27, 2022	6:00p	Minnesota Timberwolves	112	Boston Celtics	134	Box Score		19,156	2:04	TD Garden	
Sun, Mar 27, 2022	6:00p	Philadelphia 76ers	104	Phoenix Suns	114	Box Score		17,071	2:15	Phoenix Suns Arena	
Sun, Mar 27, 2022	6:00p	Golden State Warriors	115	Washington Wizards	123	Box Score		20,476	2:23	Capital One Arena	
Sun, Mar 27, 2022	7:00p	Los Angeles Lakers	108	New Orleans Pelicans	116	Box Score		18,516	2:10	Smoothie King Center	
Sun, Mar 27, 2022	7:30p	Charlotte Hornets	119	Brooklyn Nets	110	Box Score		18,166	2:15	Barclays Center	
Sun, Mar 27, 2022	7:30p	Utah Jazz	100	Dallas Mavericks	114	Box Score		20,177	2:05	American Airlines Center	
Mon, Mar 28, 2022	7:00p	Denver Nuggets	113	Charlotte Hornets	109	Box Score		17,614	2:22	Spectrum Center	
Mon, Mar 28, 2022	7:00p	Orlando Magic	101	Cleveland Cavaliers	107	Box Score		19,432	2:09	Rocket Mortgage Fieldhouse	
Mon, Mar 28, 2022	7:00p	Atlanta Hawks	132	Indiana Pacers	123	Box Score		14,212	2:16	Gainbridge Fieldhouse	
Mon, Mar 28, 2022	7:30p	Sacramento Kings	100	Miami Heat	123	Box Score		19,600	1:56	FTX Arena	
Mon, Mar 28, 2022	7:30p	Chicago Bulls	104	New York Knicks	109	Box Score		19,812	2:22	Madison Square Garden (IV)	
Mon, Mar 28, 2022	7:30p	Boston Celtics	112	Toronto Raptors	115	Box Score	OT	19,800	2:26	Scotiabank Arena	
Mon, Mar 28, 2022	8:00p	San Antonio Spurs	123	Houston Rockets	120	Box Score		18,055	2:13	Toyota Center	
Mon, Mar 28, 2022	8:00p	Golden State Warriors	95	Memphis Grizzlies	123	Box Score		17,011	2:18	FedEx Forum	
Mon, Mar 28, 2022	10:00p	Oklahoma City Thunder	134	Portland Trail Blazers	131	Box Score	OT	18,188	2:26	Moda Center	
Tue, Mar 29, 2022	7:00p	Milwaukee Bucks	118	Philadelphia 76ers	116	Box Score		21,467	2:21	Wells Fargo Center	
Tue, Mar 29, 2022	7:00p	Chicago Bulls	107	Washington Wizards	94	Box Score		15,922	2:10	Capital One Arena	
Tue, Mar 29, 2022	7:30p	Detroit Pistons	123	Brooklyn Nets	130	Box Score		17,559	2:12	Barclays Center	
Tue, Mar 29, 2022	7:30p	Los Angeles Lakers	110	Dallas Mavericks	128	Box Score		20,382	2:06	American Airlines Center	
Tue, Mar 29, 2022	10:00p	Utah Jazz	115	Los Angeles Clippers	121	Box Score		19,068	2:32	Crypto.com Arena	
Wed, Mar 30, 2022	7:00p	Dallas Mavericks	120	Cleveland Cavaliers	112	Box Score		19,432	2:06	Rocket Mortgage Fieldhouse	
Wed, Mar 30, 2022	7:00p	Denver Nuggets	125	Indiana Pacers	118	Box Score		15,036	2:13	Gainbridge Fieldhouse	
Wed, Mar 30, 2022	7:00p	Orlando Magic	110	Washington Wizards	127	Box Score		16,455	2:07	Capital One Arena	
Wed, Mar 30, 2022	7:30p	Miami Heat	106	Boston Celtics	98	Box Score		19,156	2:22	TD Garden	
Wed, Mar 30, 2022	7:30p	Charlotte Hornets	125	New York Knicks	114	Box Score		19,812	2:16	Madison Square Garden (IV)	
Wed, Mar 30, 2022	7:30p	Minnesota Timberwolves	102	Toronto Raptors	125	Box Score		19,800	2:08	Scotiabank Arena	
Wed, Mar 30, 2022	8:00p	Sacramento Kings	121	Houston Rockets	118	Box Score		13,365	2:28	Toyota Center	
Wed, Mar 30, 2022	8:00p	Atlanta Hawks	136	Oklahoma City Thunder	118	Box Score		15,595	2:02	Paycom Center	
Wed, Mar 30, 2022	8:30p	Memphis Grizzlies	112	San Antonio Spurs	111	Box Score		15,821	2:05	AT&T Center	
Wed, Mar 30, 2022	10:00p	Phoenix Suns	107	Golden State Warriors	103	Box Score		18,064	2:30	Chase Center	
Wed, Mar 30, 2022	10:00p	New Orleans Pelicans	117	Portland Trail Blazers	107	Box Score		18,551	2:12	Moda Center	
Thu, Mar 31, 2022	7:00p	Philadelphia 76ers	94	Detroit Pistons	102	Box Score		20,023	2:15	Little Caesars Arena	
Thu, Mar 31, 2022	7:30p	Cleveland Cavaliers	107	Atlanta Hawks	131	Box Score		17,491	2:10	State Farm Arena	
Thu, Mar 31, 2022	7:30p	Milwaukee Bucks	120	Brooklyn Nets	119	Box Score	OT	17,917	2:43	Barclays Center	
Thu, Mar 31, 2022	8:00p	Los Angeles Clippers	130	Chicago Bulls	135	Box Score	OT	21,519	2:42	United Center	
Thu, Mar 31, 2022	10:00p	Los Angeles Lakers	109	Utah Jazz	122	Box Score		18,306	2:17	Vivint Smart Home Arena	
Fri, Apr 1, 2022	7:00p	Toronto Raptors	102	Orlando Magic	89	Box Score		17,566	2:03	Amway Center	
Fri, Apr 1, 2022	7:00p	Dallas Mavericks	103	Washington Wizards	135	Box Score		17,745	2:10	Capital One Arena	
Fri, Apr 1, 2022	7:30p	Indiana Pacers	123	Boston Celtics	128	Box Score		19,156	2:21	TD Garden	
Fri, Apr 1, 2022	8:00p	Sacramento Kings	122	Houston Rockets	117	Box Score		14,857	2:16	Toyota Center	
Fri, Apr 1, 2022	8:00p	Phoenix Suns	114	Memphis Grizzlies	122	Box Score		17,794	2:16	FedEx Forum	
Fri, Apr 1, 2022	8:00p	Los Angeles Clippers	153	Milwaukee Bucks	119	Box Score		18,023	2:07	Fiserv Forum	
Fri, Apr 1, 2022	8:00p	Detroit Pistons	110	Oklahoma City Thunder	101	Box Score		16,961	2:03	Paycom Center	
Fri, Apr 1, 2022	8:30p	Portland Trail Blazers	111	San Antonio Spurs	130	Box Score		17,512	2:01	AT&T Center	
Fri, Apr 1, 2022	9:00p	Minnesota Timberwolves	136	Denver Nuggets	130	Box Score		19,612	2:23	Ball Arena	
Fri, Apr 1, 2022	10:30p	New Orleans Pelicans	114	Los Angeles Lakers	111	Box Score		18,997	2:25	Crypto.com Arena	
Sat, Apr 2, 2022	12:30p	Charlotte Hornets	114	Philadelphia 76ers	144	Box Score		21,509	2:06	Wells Fargo Center	
Sat, Apr 2, 2022	1:00p	Cleveland Cavaliers	119	New York Knicks	101	Box Score		19,812	2:12	Madison Square Garden (IV)	
Sat, Apr 2, 2022	7:30p	Brooklyn Nets	115	Atlanta Hawks	122	Box Score		18,126	2:27	State Farm Arena	
Sat, Apr 2, 2022	8:00p	Miami Heat	127	Chicago Bulls	109	Box Score		21,697	2:12	United Center	
Sat, Apr 2, 2022	8:30p	Utah Jazz	107	Golden State Warriors	111	Box Score		18,064	2:16	Chase Center	
Sun, Apr 3, 2022	1:00p	Washington Wizards	102	Boston Celtics	144	Box Score		19,156	2:01	TD Garden	
Sun, Apr 3, 2022	1:00p	Dallas Mavericks	118	Milwaukee Bucks	112	Box Score		17,902	2:26	Fiserv Forum	
Sun, Apr 3, 2022	3:30p	Denver Nuggets	129	Los Angeles Lakers	118	Box Score		18,997	2:23	Crypto.com Arena	
Sun, Apr 3, 2022	5:00p	Detroit Pistons	121	Indiana Pacers	117	Box Score		17,407	2:09	Gainbridge Fieldhouse	
Sun, Apr 3, 2022	6:00p	Philadelphia 76ers	112	Cleveland Cavaliers	108	Box Score		19,432	2:21	Rocket Mortgage Fieldhouse	
Sun, Apr 3, 2022	6:00p	New York Knicks	118	Orlando Magic	88	Box Score		15,747	2:05	Amway Center	
Sun, Apr 3, 2022	7:00p	Minnesota Timberwolves	139	Houston Rockets	132	Box Score		16,539	2:19	Toyota Center	
Sun, Apr 3, 2022	7:00p	Phoenix Suns	96	Oklahoma City Thunder	117	Box Score		17,078	2:02	Paycom Center	
Sun, Apr 3, 2022	7:00p	Portland Trail Blazers	92	San Antonio Spurs	113	Box Score		15,816	2:12	AT&T Center	
Sun, Apr 3, 2022	7:00p	Miami Heat	114	Toronto Raptors	109	Box Score		19,800	2:18	Scotiabank Arena	
Sun, Apr 3, 2022	9:00p	Golden State Warriors	109	Sacramento Kings	90	Box Score		17,583	2:14	Golden 1 Center	
Sun, Apr 3, 2022	9:30p	New Orleans Pelicans	100	Los Angeles Clippers	119	Box Score		16,840	2:07	Crypto.com Arena	
Tue, Apr 5, 2022	7:00p	Philadelphia 76ers	131	Indiana Pacers	122	Box Score		15,583	2:12	Gainbridge Fieldhouse	
Tue, Apr 5, 2022	7:00p	Cleveland Cavaliers	115	Orlando Magic	120	Box Score		16,897	2:06	Amway Center	
Tue, Apr 5, 2022	7:30p	Houston Rockets	105	Brooklyn Nets	118	Box Score		17,768	2:08	Barclays Center	
Tue, Apr 5, 2022	7:30p	Charlotte Hornets	115	Miami Heat	144	Box Score		19,600	2:10	FTX Arena	
Tue, Apr 5, 2022	7:30p	Atlanta Hawks	108	Toronto Raptors	118	Box Score		19,800	2:06	Scotiabank Arena	
Tue, Apr 5, 2022	8:00p	Milwaukee Bucks	127	Chicago Bulls	106	Box Score		20,799	2:19	United Center	
Tue, Apr 5, 2022	8:00p	Washington Wizards	132	Minnesota Timberwolves	114	Box Score		17,136	2:10	Target Center	
Tue, Apr 5, 2022	8:00p	Portland Trail Blazers	94	Oklahoma City Thunder	98	Box Score		14,674	2:01	Paycom Center	
Tue, Apr 5, 2022	9:00p	San Antonio Spurs	116	Denver Nuggets	97	Box Score		17,037	2:09	Ball Arena	
Tue, Apr 5, 2022	9:00p	Memphis Grizzlies	115	Utah Jazz	121	Box Score	OT	18,306	2:35	Vivint Smart Home Arena	
Tue, Apr 5, 2022	10:00p	New Orleans Pelicans	123	Sacramento Kings	109	Box Score		16,047	2:10	Golden 1 Center	
Tue, Apr 5, 2022	10:30p	Los Angeles Lakers	110	Phoenix Suns	121	Box Score		17,071	2:07	Phoenix Suns Arena	
Wed, Apr 6, 2022	7:00p	Dallas Mavericks	131	Detroit Pistons	113	Box Score		18,422	2:13	Little Caesars Arena	
Wed, Apr 6, 2022	7:30p	Brooklyn Nets	110	New York Knicks	98	Box Score		19,812	2:21	Madison Square Garden (IV)	
Wed, Apr 6, 2022	8:00p	Washington Wizards	103	Atlanta Hawks	118	Box Score		17,381	2:01	State Farm Arena	
Wed, Apr 6, 2022	8:00p	Boston Celtics	117	Chicago Bulls	94	Box Score		21,095	2:12	United Center	
Wed, Apr 6, 2022	9:00p	Oklahoma City Thunder	101	Utah Jazz	137	Box Score		18,306	2:07	Vivint Smart Home Arena	
Wed, Apr 6, 2022	10:00p	Phoenix Suns	109	Los Angeles Clippers	113	Box Score		19,068	2:29	Crypto.com Arena	
Thu, Apr 7, 2022	7:00p	Orlando Magic	101	Charlotte Hornets	128	Box Score		16,427	2:18	Spectrum Center	
Thu, Apr 7, 2022	7:30p	Boston Celtics	121	Milwaukee Bucks	127	Box Score		18,046	2:25	Fiserv Forum	
Thu, Apr 7, 2022	7:30p	Philadelphia 76ers	114	Toronto Raptors	119	Box Score		19,800	2:08	Scotiabank Arena	
Thu, Apr 7, 2022	8:00p	San Antonio Spurs	121	Minnesota Timberwolves	127	Box Score		17,136	2:23	Target Center	
Thu, Apr 7, 2022	8:00p	Portland Trail Blazers	94	New Orleans Pelicans	127	Box Score		12,432	2:08	Smoothie King Center	
Thu, Apr 7, 2022	9:00p	Memphis Grizzlies	109	Denver Nuggets	122	Box Score		19,520	2:17	Ball Arena	
Thu, Apr 7, 2022	10:00p	Los Angeles Lakers	112	Golden State Warriors	128	Box Score		18,064	2:20	Chase Center	
Fri, Apr 8, 2022	7:00p	Milwaukee Bucks	131	Detroit Pistons	101	Box Score		22,088	2:06	Little Caesars Arena	
Fri, Apr 8, 2022	7:00p	New York Knicks	114	Washington Wizards	92	Box Score		19,472	2:05	Capital One Arena	
Fri, Apr 8, 2022	7:30p	Cleveland Cavaliers	107	Brooklyn Nets	118	Box Score		18,169	2:15	Barclays Center	
Fri, Apr 8, 2022	7:30p	Houston Rockets	115	Toronto Raptors	117	Box Score		19,800	2:05	Scotiabank Arena	
Fri, Apr 8, 2022	8:00p	Charlotte Hornets	133	Chicago Bulls	117	Box Score		21,461	2:02	United Center	
Fri, Apr 8, 2022	8:00p	Atlanta Hawks	109	Miami Heat	113	Box Score		19,993	2:11	FTX Arena	
Fri, Apr 8, 2022	8:30p	Portland Trail Blazers	78	Dallas Mavericks	128	Box Score		20,174	2:07	American Airlines Center	
Fri, Apr 8, 2022	9:30p	Phoenix Suns	111	Utah Jazz	105	Box Score		18,306	2:19	Vivint Smart Home Arena	
Fri, Apr 8, 2022	10:30p	Oklahoma City Thunder	101	Los Angeles Lakers	120	Box Score		18,997	2:08	Crypto.com Arena	
Sat, Apr 9, 2022	1:00p	Indiana Pacers	120	Philadelphia 76ers	133	Box Score		21,171	2:19	Wells Fargo Center	
Sat, Apr 9, 2022	6:00p	New Orleans Pelicans	114	Memphis Grizzlies	141	Box Score		17,207	2:11	FedEx Forum	
Sat, Apr 9, 2022	8:30p	Golden State Warriors	100	San Antonio Spurs	94	Box Score		18,627	2:16	AT&T Center	
Sat, Apr 9, 2022	9:30p	Sacramento Kings	98	Los Angeles Clippers	117	Box Score		17,568	2:09	Crypto.com Arena	
Sun, Apr 10, 2022	3:30p	Indiana Pacers	126	Brooklyn Nets	134	Box Score		17,967	2:17	Barclays Center	
Sun, Apr 10, 2022	3:30p	Washington Wizards	108	Charlotte Hornets	124	Box Score		18,465	2:10	Spectrum Center	
Sun, Apr 10, 2022	3:30p	Milwaukee Bucks	115	Cleveland Cavaliers	133	Box Score		19,432	2:06	Rocket Mortgage Fieldhouse	
Sun, Apr 10, 2022	3:30p	Atlanta Hawks	130	Houston Rockets	114	Box Score		18,055	2:11	Toyota Center	
Sun, Apr 10, 2022	7:00p	Boston Celtics	139	Memphis Grizzlies	110	Box Score		17,441	2:08	FedEx Forum	
Sun, Apr 10, 2022	7:00p	Toronto Raptors	94	New York Knicks	105	Box Score		19,812	2:01	Madison Square Garden (IV)	
Sun, Apr 10, 2022	7:00p	Miami Heat	111	Orlando Magic	125	Box Score		19,253	1:56	Amway Center	
Sun, Apr 10, 2022	7:00p	Detroit Pistons	106	Philadelphia 76ers	118	Box Score		21,459	2:09	Wells Fargo Center	
Sun, Apr 10, 2022	8:30p	Chicago Bulls	124	Minnesota Timberwolves	120	Box Score		17,136	2:22	Target Center	
Sun, Apr 10, 2022	9:30p	San Antonio Spurs	120	Dallas Mavericks	130	Box Score		20,270	2:02	American Airlines Center	
Sun, Apr 10, 2022	9:30p	Los Angeles Lakers	146	Denver Nuggets	141	Box Score	OT	19,520	2:49	Ball Arena	
Sun, Apr 10, 2022	9:30p	Oklahoma City Thunder	88	Los Angeles Clippers	138	Box Score		18,210	1:54	Crypto.com Arena	
Sun, Apr 10, 2022	9:30p	Golden State Warriors	128	New Orleans Pelicans	107	Box Score		16,595	2:07	Smoothie King Center	
Sun, Apr 10, 2022	9:30p	Sacramento Kings	116	Phoenix Suns	109	Box Score		17,071	2:16	Phoenix Suns Arena	
Sun, Apr 10, 2022	9:30p	Utah Jazz	111	Portland Trail Blazers	80	Box Score		18,123	2:19	Moda Center	
Tue, Apr 12, 2022	7:00p	Cleveland Cavaliers	108	Brooklyn Nets	115	Box Score		17,732	2:23	Barclays Center	Play-In Game
Tue, Apr 12, 2022	9:30p	Los Angeles Clippers	104	Minnesota Timberwolves	109	Box Score		17,136	2:47	Target Center	Play-In Game
Wed, Apr 13, 2022	7:00p	Charlotte Hornets	103	Atlanta Hawks	132	Box Score		18,137	2:20	State Farm Arena	Play-In Game
Wed, Apr 13, 2022	9:30p	San Antonio Spurs	103	New Orleans Pelicans	113	Box Score		18,610	2:17	Smoothie King Center	Play-In Game
Fri, Apr 15, 2022	7:30p	Atlanta Hawks	107	Cleveland Cavaliers	101	Box Score		19,432	2:29	Rocket Mortgage Fieldhouse	Play-In Game
Fri, Apr 15, 2022	10:00p	New Orleans Pelicans	105	Los Angeles Clippers	101	Box Score		19,068	2:35	Crypto.com Arena	Play-In Game
Sat, Apr 16, 2022	1:00p	Utah Jazz	99	Dallas Mavericks	93	Box Score		20,013	2:29	American Airlines Center	
Sat, Apr 16, 2022	3:30p	Minnesota Timberwolves	130	Memphis Grizzlies	117	Box Score		17,794	2:48	FedEx Forum	
Sat, Apr 16, 2022	6:00p	Toronto Raptors	111	Philadelphia 76ers	131	Box Score		20,610	2:26	Wells Fargo Center	
Sat, Apr 16, 2022	8:30p	Denver Nuggets	107	Golden State Warriors	123	Box Score		18,064	2:24	Chase Center	
Sun, Apr 17, 2022	1:00p	Atlanta Hawks	91	Miami Heat	115	Box Score		19,514	2:16	FTX Arena	
Sun, Apr 17, 2022	3:30p	Brooklyn Nets	114	Boston Celtics	115	Box Score		19,156	2:24	TD Garden	
Sun, Apr 17, 2022	6:30p	Chicago Bulls	86	Milwaukee Bucks	93	Box Score		17,717	2:22	Fiserv Forum	
Sun, Apr 17, 2022	9:00p	New Orleans Pelicans	99	Phoenix Suns	110	Box Score		17,071	2:24	Phoenix Suns Arena	
Mon, Apr 18, 2022	7:30p	Toronto Raptors	97	Philadelphia 76ers	112	Box Score		20,974	2:23	Wells Fargo Center	
Mon, Apr 18, 2022	8:30p	Utah Jazz	104	Dallas Mavericks	110	Box Score		20,113	2:15	American Airlines Center	
Mon, Apr 18, 2022	10:00p	Denver Nuggets	106	Golden State Warriors	126	Box Score		18,064	2:29	Chase Center	
Tue, Apr 19, 2022	7:30p	Atlanta Hawks	105	Miami Heat	115	Box Score		19,950	2:30	FTX Arena	
Tue, Apr 19, 2022	8:30p	Minnesota Timberwolves	96	Memphis Grizzlies	124	Box Score		17,794	2:27	FedEx Forum	
Tue, Apr 19, 2022	10:00p	New Orleans Pelicans	125	Phoenix Suns	114	Box Score		17,071	2:17	Phoenix Suns Arena	
Wed, Apr 20, 2022	7:00p	Brooklyn Nets	107	Boston Celtics	114	Box Score		19,156	2:35	TD Garden	
Wed, Apr 20, 2022	8:00p	Philadelphia 76ers	104	Toronto Raptors	101	Box Score	OT	19,800	2:37	Scotiabank Arena	
Wed, Apr 20, 2022	9:30p	Chicago Bulls	114	Milwaukee Bucks	110	Box Score		17,688	2:34	Fiserv Forum	
Thu, Apr 21, 2022	7:30p	Memphis Grizzlies	104	Minnesota Timberwolves	95	Box Score		19,634	2:30	Target Center	
Thu, Apr 21, 2022	9:00p	Dallas Mavericks	126	Utah Jazz	118	Box Score		18,306	2:37	Vivint Smart Home Arena	
Thu, Apr 21, 2022	10:00p	Golden State Warriors	118	Denver Nuggets	113	Box Score		19,627	2:33	Ball Arena	
Fri, Apr 22, 2022	7:45p	Miami Heat	110	Atlanta Hawks	111	Box Score		18,421	2:24	State Farm Arena	
Fri, Apr 22, 2022	8:30p	Milwaukee Bucks	111	Chicago Bulls	81	Box Score		22,667	2:05	United Center	
Fri, Apr 22, 2022	10:00p	Phoenix Suns	114	New Orleans Pelicans	111	Box Score		18,962	2:38	Smoothie King Center	
Sat, Apr 23, 2022	2:00p	Philadelphia 76ers	102	Toronto Raptors	110	Box Score		19,800	2:28	Scotiabank Arena	
Sat, Apr 23, 2022	4:30p	Dallas Mavericks	99	Utah Jazz	100	Box Score		18,306	2:40	Vivint Smart Home Arena	
Sat, Apr 23, 2022	7:30p	Boston Celtics	109	Brooklyn Nets	103	Box Score		18,175	2:17	Barclays Center	
Sat, Apr 23, 2022	10:00p	Memphis Grizzlies	118	Minnesota Timberwolves	119	Box Score		19,832	2:57	Target Center	
Sun, Apr 24, 2022	1:00p	Milwaukee Bucks	119	Chicago Bulls	95	Box Score		22,020	2:22	United Center	
Sun, Apr 24, 2022	3:30p	Golden State Warriors	121	Denver Nuggets	126	Box Score		19,628	2:46	Ball Arena	
Sun, Apr 24, 2022	7:00p	Miami Heat	110	Atlanta Hawks	86	Box Score		18,951	2:21	State Farm Arena	
Sun, Apr 24, 2022	9:30p	Phoenix Suns	103	New Orleans Pelicans	118	Box Score		18,962	2:32	Smoothie King Center	
Mon, Apr 25, 2022	7:00p	Boston Celtics	116	Brooklyn Nets	112	Box Score		18,099	2:30	Barclays Center	
Mon, Apr 25, 2022	8:00p	Toronto Raptors	103	Philadelphia 76ers	88	Box Score		20,517	2:13	Wells Fargo Center	
Mon, Apr 25, 2022	9:30p	Utah Jazz	77	Dallas Mavericks	102	Box Score		20,577	2:20	American Airlines Center	
Tue, Apr 26, 2022	7:00p	Atlanta Hawks	94	Miami Heat	97	Box Score		19,553	2:45	FTX Arena	
Tue, Apr 26, 2022	7:30p	Minnesota Timberwolves	109	Memphis Grizzlies	111	Box Score		17,794	2:45	FedEx Forum	
Tue, Apr 26, 2022	10:00p	New Orleans Pelicans	97	Phoenix Suns	112	Box Score		17,071	2:25	Phoenix Suns Arena	
Wed, Apr 27, 2022	7:30p	Chicago Bulls	100	Milwaukee Bucks	116	Box Score		17,506	2:17	Fiserv Forum	
Wed, Apr 27, 2022	10:00p	Denver Nuggets	98	Golden State Warriors	102	Box Score		18,064	2:26	Chase Center	
Thu, Apr 28, 2022	7:00p	Philadelphia 76ers	132	Toronto Raptors	97	Box Score		19,800	2:27	Scotiabank Arena	
Thu, Apr 28, 2022	7:30p	Phoenix Suns	115	New Orleans Pelicans	109	Box Score		18,710	2:23	Smoothie King Center	
Thu, Apr 28, 2022	10:00p	Dallas Mavericks	98	Utah Jazz	96	Box Score		18,306	2:14	Vivint Smart Home Arena	
Fri, Apr 29, 2022	9:00p	Memphis Grizzlies	114	Minnesota Timberwolves	106	Box Score		20,323	2:32	Target Center	
Sun, May 1, 2022	1:00p	Milwaukee Bucks	101	Boston Celtics	89	Box Score		19,156	2:28	TD Garden	
Sun, May 1, 2022	3:30p	Golden State Warriors	117	Memphis Grizzlies	116	Box Score		17,794	2:40	FedEx Forum	
Mon, May 2, 2022	7:30p	Philadelphia 76ers	92	Miami Heat	106	Box Score		19,620	2:18	FTX Arena	
Mon, May 2, 2022	10:00p	Dallas Mavericks	114	Phoenix Suns	121	Box Score		17,071	2:24	Phoenix Suns Arena	
Tue, May 3, 2022	7:00p	Milwaukee Bucks	86	Boston Celtics	109	Box Score		19,156	2:31	TD Garden	
Tue, May 3, 2022	9:30p	Golden State Warriors	101	Memphis Grizzlies	106	Box Score		17,794	2:32	FedEx Forum	
Wed, May 4, 2022	7:30p	Philadelphia 76ers	103	Miami Heat	119	Box Score		19,759	2:27	FTX Arena	
Wed, May 4, 2022	10:00p	Dallas Mavericks	109	Phoenix Suns	129	Box Score		17,071	2:24	Phoenix Suns Arena	
